N_THREADS	N_TRANSACTIONS	TIME	N_ABORTS	PROCESS_READ_TIME	PROCESS_WRITE_TIME	PROCESS_VALIDATION_TIME	PROCESS_OTHER_TIME	COMMIT_VALIDATION_TIME	COMMIT_OTHER_TIME	WASTED_TIME
1	192	205.59	0	0.000232114	0.000397343	0	0.0467835	6.4e-07	9.70057e-05	2.48571e-06
1	192	205.59	0	0.000232114	0.000397343	0	0.0467835	6.4e-07	9.70057e-05	2.48571e-06
1	192	205.59	0	0.000232114	0.000397343	0	0.0467835	6.4e-07	9.70057e-05	2.48571e-06
1	192	205.58	0	0.000232114	0.000397357	0	0.0466653	6.37143e-07	9.69829e-05	2.46857e-06
1	192	205.58	0	0.000232114	0.000397357	0	0.0466653	6.37143e-07	9.69829e-05	2.46857e-06
1	192	205.58	0	0.000232114	0.000397357	0	0.0466653	6.37143e-07	9.69829e-05	2.46857e-06
1	192	205.55	0	0.000232077	0.000397077	0	0.0465584	6.37143e-07	9.706e-05	2.49714e-06
1	192	205.55	0	0.000232077	0.000397077	0	0.0465584	6.37143e-07	9.706e-05	2.49714e-06
1	192	205.55	0	0.000232077	0.000397077	0	0.0465584	6.37143e-07	9.706e-05	2.49714e-06
1	192	205.55	0	0.000232077	0.000397077	0	0.0465584	6.37143e-07	9.706e-05	2.49714e-06
2	192	118.458	4.9505	0.0002329	0.000400251	3.19714e-06	0.0566008	1.87143e-05	9.88543e-05	0.014193	118.57
2	192	118.458	4.9505	0.0002329	0.000400251	3.19714e-06	0.0566008	1.87143e-05	9.88543e-05	0.014193	118.57
2	192	118.458	4.9505	0.0002329	0.000400251	3.19714e-06	0.0566008	1.87143e-05	9.88543e-05	0.014193	118.57
2	192	118.457	4.9505	0.000232894	0.000400323	3.2e-06	0.0565843	1.86943e-05	9.88714e-05	0.0141895	118.56
2	192	118.457	4.9505	0.000232894	0.000400323	3.2e-06	0.0565843	1.86943e-05	9.88714e-05	0.0141895	118.56
2	192	118.457	4.9505	0.000232894	0.000400323	3.2e-06	0.0565843	1.86943e-05	9.88714e-05	0.0141895	118.56
2	192	118.434	4.9505	0.000232714	0.000400011	3.2e-06	0.0563808	1.872e-05	9.89314e-05	0.0141594	118.53
2	192	118.434	4.9505	0.000232714	0.000400011	3.2e-06	0.0563808	1.872e-05	9.89314e-05	0.0141594	118.53
2	192	118.434	4.9505	0.000232714	0.000400011	3.2e-06	0.0563808	1.872e-05	9.89314e-05	0.0141594	118.53
2	192	118.434	4.9505	0.000232714	0.000400011	3.2e-06	0.0563808	1.872e-05	9.89314e-05	0.0141594	118.53
3	192	88.6656	9.00474	0.000233631	0.000404514	4.44857e-06	0.0604369	2.32886e-05	0.000101103	0.153269	88.79
3	192	88.6656	9.00474	0.000233631	0.000404514	4.44857e-06	0.0604369	2.32886e-05	0.000101103	0.153269	88.79
3	192	88.6656	9.00474	0.000233631	0.000404514	4.44857e-06	0.0604369	2.32886e-05	0.000101103	0.153269	88.79
3	192	88.6611	9.00474	0.000233731	0.000404689	4.46857e-06	0.0603857	2.32914e-05	0.000101131	0.153244	88.77
3	192	88.6611	9.00474	0.000233731	0.000404689	4.46857e-06	0.0603857	2.32914e-05	0.000101131	0.153244	88.77
3	192	88.6611	9.00474	0.000233731	0.000404689	4.46857e-06	0.0603857	2.32914e-05	0.000101131	0.153244	88.77
3	192	88.6696	9.00474	0.000233626	0.0004046	4.46e-06	0.0604887	2.328e-05	0.000101077	0.153272	88.78
3	192	88.6696	9.00474	0.000233626	0.0004046	4.46e-06	0.0604887	2.328e-05	0.000101077	0.153272	88.78
3	192	88.6696	9.00474	0.000233626	0.0004046	4.46e-06	0.0604887	2.328e-05	0.000101077	0.153272	88.78
3	192	88.6696	9.00474	0.000233626	0.0004046	4.46e-06	0.0604887	2.328e-05	0.000101077	0.153272	88.78
4	192	80.7774	16.1572	0.0002404	0.000415966	4.10857e-06	0.129251	2.512e-05	0.000102897	0.0958643	80.88
4	192	80.7774	16.1572	0.0002404	0.000415966	4.10857e-06	0.129251	2.512e-05	0.000102897	0.0958643	80.88
4	192	80.7774	16.1572	0.0002404	0.000415966	4.10857e-06	0.129251	2.512e-05	0.000102897	0.0958643	80.88
4	192	80.7788	16.1572	0.000240223	0.000415683	4.08857e-06	0.129271	2.51286e-05	0.000102969	0.0958854	80.88
4	192	80.7788	16.1572	0.000240223	0.000415683	4.08857e-06	0.129271	2.51286e-05	0.000102969	0.0958854	80.88
4	192	80.7788	16.1572	0.000240223	0.000415683	4.08857e-06	0.129271	2.51286e-05	0.000102969	0.0958854	80.88
4	192	80.779	16.5217	0.000240189	0.000415949	4.08571e-06	0.12928	2.51486e-05	0.000102886	0.0958739	80.88
